Product code	Product label	Turkey's imports from Korea, Republic of-Value in 2001	Turkey's imports from Korea, Republic of-Value in 2002	Turkey's imports from Korea, Republic of-Value in 2003	Turkey's imports from Korea, Republic of-Value in 2004	Turkey's imports from Korea, Republic of-Value in 2005	Turkey's imports from Korea, Republic of-Value in 2006	Turkey's imports from Korea, Republic of-Value in 2007	Turkey's imports from Korea, Republic of-Value in 2008	Turkey's imports from Korea, Republic of-Value in 2009	Turkey's imports from Korea, Republic of-Value in 2010	Turkey's imports from Korea, Republic of-Value in 2011	Turkey's imports from Korea, Republic of-Value in 2012	Turkey's imports from Korea, Republic of-Value in 2013	Turkey's imports from Korea, Republic of-Value in 2014	Turkey's imports from Korea, Republic of-Value in 2015	Turkey's imports from Korea, Republic of-Value in 2016	Turkey's imports from Korea, Republic of-Value in 2017	Korea, Republic of's exports to world- 	Korea, Republic of's exports to world-Value in 2001	Korea, Republic of's exports to world-Value in 2002	Korea, Republic of's exports to world-Value in 2003	Korea, Republic of's exports to world-Value in 2004	Korea, Republic of's exports to world-Value in 2005	Korea, Republic of's exports to world-Value in 2006	Korea, Republic of's exports to world-Value in 2007	Korea, Republic of's exports to world-Value in 2008	Korea, Republic of's exports to world-Value in 2009	Korea, Republic of's exports to world-Value in 2010	Korea, Republic of's exports to world-Value in 2011	Korea, Republic of's exports to world-Value in 2012	Korea, Republic of's exports to world-Value in 2013	Korea, Republic of's exports to world-Value in 2014	Korea, Republic of's exports to world-Value in 2015	Korea, Republic of's exports to world-Value in 2016	Korea, Republic of's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
8444	"Machines for extruding, drawing, texturing or cutting man-made textile materials"	0	575	517	720	16	0	5614	1977	2556	1801	5219	2674	0	559	60	0	0		12193	14832	26169	47930	23402	15567	49685	44604	12596	35897	46492	14085	54339	25182	10276	20557	17792		13527	76367	76096	39114	23737	20345	54493	42825	22024	48333	58863	110063	132462	68792	98053	91250	89957	
8469	"Typewriters and word-processing machines (excluding automatic data-processing machines and ..."	0	0	0	0	1	0	10	9	0	0	0	2	0	0	0	0	0		2427	1856	1956	2649	2731	1880	1558	1045	300	11	24	11	0	9	11	16	0		765	828	1961	1300	1518	4631	497	200	53	103	98	300	92	416	126	145	0	
8602	"Rail locomotives (excluding those powered from an external source of electricity or by accumulators); ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		208	0	0	15761	13623	767	177312	161772	52999	25579	104432	8332	52854	6596	4131	3777	0		0	0	969	249	1016	2499	5517	5132	2365	3376	8554	2426	4679	42650	50719	4114	2932	
8712	"Bicycles and other cycles, incl. delivery tricycles, not motorised"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		3953	1693	984	175	285	287	184	718	584	1445	2040	2479	2341	3106	2184	4115	2641		1852	1595	900	1575	4840	2273	2188	3111	2987	4639	7295	7645	9716	15147	16557	16667	20928	
9007	"Cinematographic cameras and projectors, whether or not incorporating sound recording or reproducing ..."	27	0	13	6	0	6	0	2	0	151	601	678	382	51	736	36	0		70	578	561	545	626	801	810	2519	5010	4098	4552	7591	5243	6181	3298	1152	2065		817	2185	2463	3663	5898	4364	6075	5877	4338	3363	6102	2790	2518	1792	2470	1632	825	
9108	"Watch movements, complete and assembled"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		965	311	409	538	361	212	212	794	917	852	708	680	724	733	652	419	535		532	2408	2132	2193	2958	2589	1944	1379	1110	2077	2144	2255	3130	3014	2169	2690	2673	
9303	"Firearms and similar devices which operate by the firing of an explosive charge, e.g. sporting ..."	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0		61	298	439	7	12	162	136	415	1179	1524	1592	1066	4746	1418	579	206	336		3635	513	1094	1236	1552	2039	2901	2622	1364	1882	2243	3412	4313	7816	6131	4526	3232	
9501	"Wheeled toys designed to be ridden by children, e.g. tricycles, scooters, pedal cars (excluding ..."	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0		17736	12010	10864	9942	8465	5166	0	0	0	0	0	0	0	0	0	0	0		1522	1042	738	860	2915	3630	0	0	0	0	0	0	0	0	0	0	0	
9610	"Slates and boards, with writing or drawing surfaces, whether or not framed"	1	0	0	0	3	1	1	0	0	0	0	4	6	11808	2540	0	0		3181	2350	1972	2308	1675	1513	3465	992	1029	1114	770	1835	1729	16981	2172	791	928		121	192	132	325	479	462	949	1133	801	662	334	841	676	12448	3314	1087	1016	
0102	"Live bovine animals"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		830	0	3279	0	3854	1166	6625	16418	13307	273755	848736	775413	300758	110333	298797	587384	1159912	
0401	"Milk and cream, not concentrated nor containing added sugar or other sweetening matter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		64	69	7	71	27	0	18	422	2128	632	621	4050	9430	16031	17902	16551	14325		14	69	122	197	266	40	172	517	527	132	396	884	1574	2428	1566	1351	1788	
0511	"Animal products n.e.s.; dead animals of all types, unfit for human consumption"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3201	2927	2144	2199	5626	3299	10780	5134	6743	8862	14916	18250	25078	25730	16660	16766	20515		1393	1372	2408	3219	6103	6257	11250	9334	9547	11056	16205	14829	9254	16874	17196	20806	24208	
0709	"Other vegetables, fresh or chilled (excluding potatoes, tomatoes, alliaceous vegetables, edible ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		66913	59437	65571	68531	75357	61217	71123	80696	94495	108212	113296	131834	134136	126480	127159	137753	138380		30	52	141	240	389	472	968	3007	1910	1388	2458	2217	2891	2597	1887	1690	1315	
0712	"Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared"	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0		7050	7647	9747	8355	6673	5619	7905	10670	8884	7944	6180	5686	5367	3190	3953	4944	4258		1920	2555	5208	5171	4602	8140	9960	10523	7649	10245	10342	11548	12581	14088	18210	17331	20140	
0714	"Roots and tubers of manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		64	23	13	62	88	109	49	240	166	381	321	396	304	669	489	1010	1029		465	443	5	4	104	0	562	7014	10	9	11	11	2220	86	202	8616	35148	
0808	"Apples, pears and quinces, fresh"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		22556	48300	37771	40406	63782	38876	52214	56478	73058	71576	55635	55350	61901	68386	66446	75988	73690		608	1299	1423	1672	3192	3291	4730	3475	4409	3070	6270	3822	2209	2875	1170	592	661	
1008	"Buckwheat, millet, canary seed and other cereals (excluding wheat and meslin, rye, barley, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		363	205	76	109	57	123	31	51	247	144	343	186	190	150	239	491	299		287	600	358	535	681	113	265	754	1051	1055	657	3941	1354	1985	2325	3543	3218	
1105	"Flour, meal, powder, flakes, granules and pellets of potatoes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		28	22	30	376	317	92	108	41	182	132	38	150	556	85	104	57	65		158	260	196	115	180	169	215	421	184	275	479	2318	3426	2413	2313	2897	3326	
1204	"Linseed, whether or not broken"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	87		13	19	33	159	1610	2773	9675	573	432	2616	21389	54621	26212	24929	16896	69128	82802	
1205	"Rape or colza seeds, whether or not broken"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	8	0	0	0	0	0	9	0	78	42	3		406	83	56	1578	18197	58364	103849	148132	66215	150379	72222	99439	78743	213819	115316	106635	28426	
1301	"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		16	259	1119	1016	185	129	75	97	63	51	152	120	7	14	45	14	119		536	802	1403	2045	2465	2733	2482	2725	2905	2747	3162	3804	5212	6436	5364	7006	6495	
1501	"Pig fat, incl. lard, and poultry fat, rendered or otherwise extracted (excluding lard stearin ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8	52	61	0	0	0	0	32	438	0	1	0	40	54	698	1	0		0	0	25	73	58	86	139	200	247	397	668	1703	2098	1595	1421	1395	1529	
1503	"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil (excluding emulsified, mixed or ..."	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0		410	607	268	52	36	48	0	0	0	8	65	12	0	929	981	221	191		6	8	14	43	25	91	52	75	24	131	98	144	75	139	147	106	60	
1522	"Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		161	75	76	26	41	0	0	0	0	0	0	0	0	56	0	0	0		0	2	0	0	226	316	682	588	272	81	54	131	372	591	904	1101	1669	
1602	"Prepared or preserved meat, offal or blood (excluding sausages and similar products, and meat ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		2674	7864	18719	16147	33275	7825	5360	7021	8262	9925	16593	15448	12302	16129	18464	19378	18158		12	1	8	79	123	211	554	1460	414	759	924	1639	2430	3701	5412	3821	387	
1801	"Cocoa beans, whole or broken, raw or roasted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	860	0	244	803	0	0	0	0	0	0	2	123		48609	68877	148020	153049	121805	98628	140908	158294	171672	230977	275472	243183	222428	266702	263600	281924	290959	
2001	"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar ..."	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0		1572	1407	1714	1874	1722	2140	2158	2625	3209	3122	3249	3806	3891	3796	3635	3727	3992		233	255	264	451	505	271	607	1249	957	487	795	468	560	867	591	575	703	
2003	"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4421	4163	7975	333	395	176	108	466	196	146	429	511	151	214	277	201	309		93	17	20	43	67	241	105	146	69	70	125	19	76	175	120	360	93	
2504	"Natural graphite"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		357	404	1111	3248	1376	666	343	452	252	332	1006	777	841	1701	1123	1282	1150		2526	2636	2726	3904	5255	4499	5531	9110	4864	8361	18038	11268	12422	8578	8302	8825	11331	
2506	"Quartz (excluding natural sands); quartzite, whether or not roughly trimmed or merely cut, ..."	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0		477	735	690	562	328	341	328	227	361	375	1159	1344	2620	4208	5896	6665	8889		261	256	338	517	878	929	577	969	253	481	725	1071	1500	1216	777	700	758	
2510	"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ..."	0	0	0	0	0	0	0	0	0	0	0	0	7	3	3	0	0		0	1	3	0	3	10	49	55	104	188	35	81	63	164	83	231	190		22430	30815	24696	13839	29404	37380	45796	159932	76271	65125	108992	104734	95459	101385	98690	102191	88413	
2512	"Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, ..."	9	47	78	59	0	105	58	0	0	6	0	3	0	0	0	0	0		21	19	28	68	64	6	422	23	25	103	21	79	318	235	169	215	112		634	788	1099	892	964	1101	1068	1223	983	908	1332	1683	1789	1611	2672	1530	2254	
2515	"Marble, travertine, ecaussine and other calcareous monumental or building stone of an apparent ..."	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	9	17	35	46	26	28	62	88	21	515	184	22	107	32	59	128		1020	781	2157	1528	924	1122	1742	1282	416	1134	1055	899	2092	3193	2452	2034	2765	
2517	"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ..."	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0		174	124	71	103	190	544	1133	3073	3602	3553	9548	8771	7895	9083	7397	8536	8979		186	388	355	659	887	717	629	911	639	1007	1222	901	819	1108	747	477	502	
2522	"Quicklime, slaked lime and hydraulic lime (excluding pure calcium oxide and calcium hydroxide)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		125	76	155	218	103	74	137	1118	1105	299	986	700	202	139	235	256	175		30	59	32	59	70	194	184	251	215	302	486	617	977	904	974	1258	1544	
2524	"Asbestos (excluding products made from asbestos)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	16	133	101	10	22	1	8	0	0	2	0	0	1	0	0	0		3298	3891	4265	3970	3873	2757	1331	392	0	0	0	0	0	0	0	0	0	
2602	"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	4	0	0	0	0	886	0	681	1	10	0	42	0	15	4	0		60	55	110	70	143	209	279	1589	472	550	764	503	475	410	341	249	335	
2610	"Chromium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	6	0	1	25	1	0	1	13	0	0	20	5	0	0		6933	3615	6528	6886	17937	15173	21410	37216	33557	29954	39022	56847	47418	34145	34860	25425	52532	
2612	"Uranium or thorium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0		0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	
2620	"Slag, ash and residues containing metals, arsenic or their compounds (excluding those from ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4894	4005	2876	6236	12422	28194	37643	23415	16510	27433	33975	12776	12986	12938	4958	3457	16682		238	489	1621	4577	6350	18821	37618	19674	10350	17882	18329	17617	16767	21932	21347	21159	27617	
2709	"Petroleum oils and oils obtained from bituminous minerals, crude"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2	1	0	655	0	17626	0	0	2	2	2	4	6	2	1	6		3877953	4087775	4776536	6091544	8649477	10706466	11784210	0	0	0	0	0	0	0	0	0	0	
2801	"Fluorine, chlorine, bromine and iodine"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		86	8	22	130	281	659	1132	1904	2159	1794	5090	5238	4026	5538	5167	6438	5840		179	354	676	1008	1334	1110	1415	1271	1036	776	651	693	465	387	442	326	273	
2807	"Sulphuric acid; oleum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13665	20358	28901	42326	51536	41244	49839	157548	36282	30123	133260	127062	60575	30308	49447	19868	32095		7045	10402	10476	18266	7906	9473	13797	24802	7491	17191	63924	30388	24091	15087	23896	18102	21324	
2816	"Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides, of strontium or barium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		266	238	243	355	339	335	459	413	619	644	780	859	812	573	766	665	768		458	615	732	881	729	1014	1820	1318	1715	1720	2369	2079	2196	2858	3121	3532	2243	
2828	"Hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1442	1428	2005	2117	1241	958	1000	1229	1793	1500	1590	1886	1724	911	263	467	723		4411	1348	937	1494	2160	1879	1946	2392	3038	2481	1967	2122	2146	2078	2044	2198	1779	
2841	"Salts of oxometallic or peroxometallic acids"	0	0	0	0	1	0	0	18	14	84	0	11	3	55	22	0	0		3424	10409	19833	27981	18830	34413	53686	81306	32768	48482	92857	234403	348351	407894	397619	429355	690642		851	1268	1781	3600	9363	8067	4746	5173	3986	7670	7665	9447	11136	9772	9056	8787	9776	
2843	"Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not ..."	0	5	0	0	0	2	0	0	0	0	0	0	0	0	9	17	0		2585	3032	2415	1694	2599	3527	3078	3333	1903	3399	4483	54956	49136	28030	10504	10527	11023		1848	2083	1927	3057	3590	6312	7082	7968	5213	7999	7919	10635	10215	9600	9701	19290	19817	
2852	"Compounds, inorganic or organic, of mercury, whether or not chemically defined (excluding amalgams)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	1	0	0	1	0	72	88	152	165	94	43		0	0	0	0	0	0	58	133	94	107	106	155	186	141	105	173	124	
2203	"Beer made from malt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		25089	28874	29757	31071	38112	39212	34032	43284	41831	46836	65397	67814	72254	73181	84454	90864	112446		138	140	224	1822	1780	1406	1222	1360	982	1352	5032	3651	5090	7225	9018	9176	10121	
2205	"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	1	2	0	1	12	10	29	33	34	13	5	0	3	0	28		44	84	99	82	52	369	431	782	779	956	1244	736	759	746	511	127	349	
2307	"Wine lees; argol"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2911	"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		163	184	3	44	56	13	102	196	310	469	548	219	436	179	4	834	1741		531	1018	164	464	440	466	180	228	150	280	465	318	800	846	698	767	768	
2938	"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other  ..."	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0		891	642	772	716	1261	1689	3007	6517	2550	4761	3053	3248	2869	4523	8613	10430	13404		4242	3863	5622	5432	8357	13971	19633	26165	16798	21815	15779	10489	9588	7640	7371	6754	9929	
3103	"Mineral or chemical phosphatic fertilisers (excluding those in tablets or similar forms, or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2396	4277	4279	3264	3211	2587	138	67	46	289	424	9	11	1318	406	190	105		3057	1369	3198	6045	4876	8213	9270	17813	1961	3498	6559	4000	2234	7276	10054	15307	4963	
3301	"Essential oils, whether or not terpeneless, incl. concretes and absolutes; resinoids; extracted ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		74	149	153	77	124	301	238	135	1348	3404	4004	4160	6216	7064	5397	4640	4272		3356	5305	5891	7735	8479	10089	11369	13644	11219	12155	19477	18048	19282	23263	26727	27398	36394	
3501	"Casein, caseinates and other casein derivatives; casein glues (excluding those packaged as ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		55	272	87	121	287	93	24	32	25	47	40	46	170	93	105	70	27		3081	2394	3998	6526	6364	8373	13889	12797	9990	22810	9796	7719	9816	16848	10040	5926	5662	
3605	"Matches (excluding pyrotechnic articles of heading 3604)"	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		860	293	430	335	332	61	1	0	5	0	0	0	6	4	3	5	2		83	237	213	301	353	537	1112	1816	2564	331	330	229	388	214	217	206	251	
4007	"Vulcanised rubber thread and cord (excluding ungimped single thread with a diameter of > 5 ..."	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1854	1782	1735	1108	1539	1927	2717	1989	2278	2228	2038	1117	1118	679	499	798	701		3571	5702	6383	7664	8403	10099	9218	10331	9629	16062	16537	16361	14114	10363	8455	6947	9907	
4109	"Patent leather and patent laminated leather; metallized leather (excluding lacquered or metallized ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		102913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4114	"Chamois leather, incl. combination chamois leather (excluding glacé-tanned leather subsequently ..."	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0		0	110700	101834	112176	92182	76749	74121	80170	70361	61103	67762	75540	101109	124770	123913	86393	63034		0	954	1139	2584	2030	3832	4409	3971	1323	1284	2510	3599	4176	4591	2227	2245	3436	
4204	"Articles for technical use, of leather or composition leather"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		521	317	340	542	237	685	0	0	0	0	0	0	0	0	0	0	0		125	127	124	157	467	159	0	0	0	0	0	0	0	0	0	0	0	
4401	"Fuel wood, in logs, billets, twigs, faggots or similar forms; wood in chips or particles; sawdust ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		59	17	14	1	232	21	35	26	24	45	98	109	227	65	268	192	99		3544	9135	26601	54987	71674	125860	148705	153768	129127	161452	190033	316104	207551	225878	316863	234983	198288	
4502	"Natural cork, debacked or roughly squared, or in square or rectangular blocks, plates, sheets ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		22	0	0	17	0	8	92	65	16	4	5	0	7	1	5	0	0		8	38	47	27	5	84	32	12	9	4	8	11	4	0	17	6	20	
4601	"Plaits and similar products of plaiting materials, whether or not assembled into strips; plaiting ..."	1	0	0	0	0	1	0	6	5	17	1	10	2	5	1	2	0		4475	3772	3510	4748	4544	3470	1130	627	432	411	165	214	458	444	318	456	425		637	1184	2679	3544	3664	4505	3682	4211	2847	3558	4841	2311	2708	1937	1736	1462	1445	
4701	"Mechanical wood pulp, not chemically treated"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	28	19	0	0	0	1	5	0	11	28	9	31	3	0	14	77		691	1557	1470	819	4482	2039	7400	5425	249	1707	1938	120	239	505	1751	3326	6741	
4705	"Wood pulp obtained by a combination of mechanical and chemical pulping processes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10	76	402	451	19	0	3	0	180	75	41	323	569	364	261	113	28		3464	1543	528	437	508	0	23	0	317	3781	7124	6399	1696	967	1370	1782	894	
4807	"Composite paper and paperboard "made by sticking flat layers of paper or paperboard together ..."	0	0	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0		1019	1061	1906	2819	3231	2536	2888	2195	1575	1736	3931	9179	8697	5186	4988	5615	7854		1237	2199	5036	8898	11670	9168	9664	10419	6824	9804	11741	11290	13750	13358	12124	10179	13850	
4817	"Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; ..."	0	1	0	8	14	1	0	1	6	32	18	2	5	2	0	1	0		3768	3640	2897	3208	4518	3700	3290	2818	3107	3535	4574	5661	5950	4530	3088	3470	3340		112	120	119	241	457	2873	2161	713	683	1065	1224	1170	1244	1136	991	679	682	
5203	"Cotton, carded or combed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		826	1948	2612	2475	2294	1553	1203	752	265	8888	8607	11164	14693	11492	10042	6493	12239		116	287	640	385	158	689	102	79	167	809	361	51	471	591	773	212	333	
5212	"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ..."	52	0	0	0	99	26	130	2	12	5	11	0	14	19	3	0	0		6112	6856	6097	8305	10323	10231	10603	8245	8847	16114	24153	27163	30928	28559	25582	26689	29197		1851	8392	6157	9246	10339	10521	15124	10879	7556	9562	10012	8024	5616	6360	5795	5623	5012	
5310	"Woven fabrics of jute or of other textile bast fibres of heading 5303"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0		92	213	91	28	16	44	77	129	59	71	81	32	58	86	24	21	111		2866	3533	3227	2699	2420	3255	3204	3252	1458	3535	5234	5942	2792	2889	2030	3486	3008	
5507	"Artificial staple fibres, carded, combed or otherwise processed for spinning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		327	365	310	518	472	199	182	121	317	82	0	152	16	0	1	5	156		1529	2873	2628	1789	1911	2045	2631	2955	951	2377	1565	1295	1537	2217	1142	1390	899	
5511	"Yarn of man-made staple fibres, put up for retail sale (excluding sewing thread)"	120	0	0	0	1	0	0	0	0	0	1	0	0	0	0	82	0		1318	1925	8375	2958	1276	692	293	374	280	350	682	477	243	143	553	130	312		597	642	462	1292	879	1147	590	858	952	1050	1136	1549	1302	2713	1373	779	336	
5705	"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ..."	0	0	0	0	5	124	201	27	2	0	0	0	0	11	2	0	0		3010	634	679	1050	964	2306	3762	6901	2009	1719	3386	4564	4533	3286	2319	2584	2458		885	919	1511	2088	2818	3235	4559	4858	3291	3761	5191	2985	5801	4498	4314	4367	4007	
5908	"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; ..."	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		596	343	267	491	447	571	601	1092	1350	1347	1401	2751	2261	1744	1798	1666	1924		109	230	275	232	248	249	201	116	297	294	57	117	254	114	103	138	59	
6207	"Men's or boys' singlets and other vests, underpants, briefs, nightshirts, pyjamas, bathrobes, ..."	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0		14592	10696	12241	8924	10214	8141	7110	5458	6398	6112	5639	5113	2631	1854	3740	1579	2271		464	258	340	594	1007	1078	2658	2912	1735	2201	3354	2586	2111	2422	1746	1308	1066	
6209	"Babies' garments and clothing accessories of textile materials (excluding knitted or crocheted ..."	0	7	13	0	24	0	1	22	1	0	21	0	0	0	0	1	0		9379	8760	4517	3971	1660	2224	2605	3270	2925	7590	7882	3905	5296	4483	2973	5574	3682		992	2995	1143	1525	2903	3668	6322	8774	13130	15131	19701	14351	19477	20614	21388	23509	16497	
6215	"Ties, bow ties and cravats of textile materials (excluding knitted or crocheted)"	6	11	4	42	212	65	0	68	2	5	2	2	2	0	0	1	0		78350	103253	48292	37142	22549	17659	9319	4522	2277	2414	2647	1766	1847	1508	1197	1125	797		3689	4828	6297	8728	8977	10920	15261	18755	13397	14287	17147	8204	9093	8727	6491	5125	4583	
6301	"Blankets and travelling rugs of all types of textile materials (excluding table covers, bedspreads ..."	51	8	464	826	2065	2032	111	208	0	0	0	1173	2	2	0	0	0		177213	221576	234848	209511	224777	203053	213542	220904	172841	170861	119021	127750	91205	76135	45372	28751	23916		3262	3998	3745	4014	3852	3792	2670	3002	2455	3726	4293	5966	7231	4257	4709	3714	2629	
6308	"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		270	388	387	198	396	66	35	53	71	296	76	218	55	10	93	29	27		28	23	44	147	152	142	215	360	227	253	246	297	237	452	170	213	192	
6402	"Footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear of ..."	17	127	13	51	45	1	14	4	19	12	11	38	5	13	52	11	0		74652	55795	38729	33814	24446	13096	14701	18946	18033	21438	31187	36845	42191	27514	26643	25135	29556		18019	28900	54029	95971	145110	179234	163655	207971	172104	218085	301904	283309	295706	260288	177899	135862	123844	
6405	"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ..."	0	0	0	27	0	0	0	0	0	4	0	1	0	0	0	0	0		14323	10952	7591	8005	4710	6201	5853	6336	5258	7404	8285	8927	13180	17077	18345	19824	16466		3383	3998	8439	11389	7052	7913	8684	12747	9767	14759	17889	21586	34491	29567	4666	3223	3573	
